mode: set
kollab/api/cmd/server/main.go:40.21,41.117 1 0
kollab/api/internal/http/handler/system.go:95.51,98.3 2 0
kollab/api/internal/http/handler/system.go:100.2,100.43 1 0
kollab/api/internal/http/handler/system.go:100.43,102.3 1 0
kollab/api/internal/http/handler/system.go:104.2,104.30 1 0
kollab/api/internal/http/handler/system.go:104.30,106.3 1 0
kollab/api/internal/http/handler/system.go:108.2,108.33 1 0
kollab/api/internal/http/handler/system.go:108.33,110.3 1 0
kollab/api/internal/http/handler/system.go:112.2,112.79 1 0
kollab/api/internal/http/handler/system.go:112.79,115.3 2 0
kollab/api/internal/http/handler/system.go:118.2,118.132 1 0
kollab/api/internal/http/handler/system.go:118.132,120.3 1 0
kollab/api/internal/http/handler/system.go:120.8,120.26 1 0
kollab/api/internal/http/handler/system.go:120.26,123.3 2 0
kollab/api/internal/http/handler/system.go:125.2,126.41 2 0
kollab/api/internal/http/handler/system.go:129.78,131.17 2 0
kollab/api/internal/http/handler/system.go:131.17,134.3 2 0
kollab/api/internal/http/handler/system.go:136.2,137.16 2 0
kollab/api/internal/http/handler/system.go:137.16,140.3 2 0
kollab/api/internal/http/handler/system.go:142.2,143.37 2 0
kollab/api/internal/http/handler/system.go:146.72,153.18 5 0
kollab/api/internal/http/handler/system.go:153.18,157.3 3 0
kollab/api/internal/http/handler/system.go:159.2,160.72 2 0
kollab/api/internal/http/handler/system.go:160.72,161.73 1 0
kollab/api/internal/http/handler/system.go:161.73,163.4 1 0
kollab/api/internal/http/handler/system.go:163.9,167.4 3 0
kollab/api/internal/http/handler/system.go:170.2,180.40 4 0
kollab/api/internal/http/handler/system.go:182.85,184.20 2 0
kollab/api/internal/http/handler/system.go:184.20,187.3 2 0
kollab/api/internal/http/handler/system.go:189.2,198.59 9 0
kollab/api/internal/http/handler/system.go:198.59,207.3 8 0
kollab/api/internal/http/handler/system.go:207.8,207.64 1 0
kollab/api/internal/http/handler/system.go:207.64,216.3 8 0
kollab/api/internal/http/handler/system.go:218.2,244.40 3 0
kollab/api/internal/http/handler/system.go:247.89,249.20 2 0
kollab/api/internal/http/handler/system.go:249.20,252.3 2 0
kollab/api/internal/http/handler/system.go:254.2,255.57 2 0
kollab/api/internal/http/handler/system.go:255.57,257.3 1 0
kollab/api/internal/http/handler/system.go:259.2,294.40 3 0
kollab/api/internal/http/handler/system.go:298.72,303.16 3 0
kollab/api/internal/http/handler/system.go:303.16,306.3 2 0
kollab/api/internal/http/handler/system.go:308.2,309.16 2 0
kollab/api/internal/http/handler/system.go:309.16,312.3 2 0
kollab/api/internal/http/handler/system.go:314.2,322.16 6 0
kollab/api/internal/http/handler/system.go:322.16,325.3 2 0
kollab/api/internal/http/handler/system.go:326.2,330.85 3 0
kollab/api/internal/http/handler/system.go:330.85,331.17 1 0
kollab/api/internal/http/handler/system.go:331.17,333.4 1 0
kollab/api/internal/http/handler/system.go:334.3,334.19 1 0
kollab/api/internal/http/handler/system.go:334.19,336.4 1 0
kollab/api/internal/http/handler/system.go:338.3,339.17 2 0
kollab/api/internal/http/handler/system.go:339.17,341.4 1 0
kollab/api/internal/http/handler/system.go:343.3,344.17 2 0
kollab/api/internal/http/handler/system.go:344.17,346.4 1 0
kollab/api/internal/http/handler/system.go:348.3,349.17 2 0
kollab/api/internal/http/handler/system.go:349.17,351.4 1 0
kollab/api/internal/http/handler/system.go:352.3,355.13 3 0
kollab/api/internal/http/handler/system.go:359.73,361.16 2 0
kollab/api/internal/http/handler/system.go:361.16,364.3 2 0
kollab/api/internal/http/handler/system.go:365.2,368.16 3 0
kollab/api/internal/http/handler/system.go:368.16,371.3 2 0
kollab/api/internal/http/handler/system.go:372.2,376.16 4 0
kollab/api/internal/http/handler/system.go:376.16,379.3 2 0
kollab/api/internal/http/handler/system.go:381.2,382.16 2 0
kollab/api/internal/http/handler/system.go:382.16,385.3 2 0
kollab/api/internal/http/handler/system.go:386.2,388.41 2 0
kollab/api/internal/http/handler/system.go:388.41,389.33 1 0
kollab/api/internal/http/handler/system.go:389.33,390.12 1 0
kollab/api/internal/http/handler/system.go:393.3,393.43 1 0
kollab/api/internal/http/handler/system.go:393.43,396.4 1 0
kollab/api/internal/http/handler/system.go:396.9,396.57 1 0
kollab/api/internal/http/handler/system.go:396.57,402.18 5 0
kollab/api/internal/http/handler/system.go:402.18,403.13 1 0
kollab/api/internal/http/handler/system.go:406.4,407.18 2 0
kollab/api/internal/http/handler/system.go:407.18,410.5 2 0
kollab/api/internal/http/handler/system.go:411.4,411.19 1 0
kollab/api/internal/http/handler/system.go:415.2,417.89 3 0
kollab/api/internal/http/handler/system.go:420.76,425.22 4 0
kollab/api/internal/http/handler/system.go:425.22,427.3 1 0
kollab/api/internal/http/handler/system.go:429.2,431.24 3 0
kollab/api/internal/http/handler/system.go:431.24,432.67 1 0
kollab/api/internal/http/handler/system.go:432.67,434.4 1 0
kollab/api/internal/http/handler/system.go:437.2,438.16 2 0
kollab/api/internal/http/handler/system.go:438.16,441.3 2 0
kollab/api/internal/http/handler/system.go:443.2,443.40 1 0
kollab/api/internal/http/handler/system.go:443.40,444.52 1 0
kollab/api/internal/http/handler/system.go:444.52,446.4 1 0
kollab/api/internal/http/handler/system.go:449.2,450.16 2 0
kollab/api/internal/http/handler/system.go:450.16,453.3 2 0
kollab/api/internal/http/handler/system.go:455.2,463.16 6 0
kollab/api/internal/http/handler/system.go:463.16,466.3 2 0
kollab/api/internal/http/handler/system.go:467.2,471.85 3 0
kollab/api/internal/http/handler/system.go:471.85,472.17 1 0
kollab/api/internal/http/handler/system.go:472.17,474.4 1 0
kollab/api/internal/http/handler/system.go:475.3,475.19 1 0
kollab/api/internal/http/handler/system.go:475.19,477.4 1 0
kollab/api/internal/http/handler/system.go:478.3,478.62 1 0
kollab/api/internal/http/handler/system.go:478.62,480.4 1 0
kollab/api/internal/http/handler/system.go:482.3,483.17 2 0
kollab/api/internal/http/handler/system.go:483.17,485.4 1 0
kollab/api/internal/http/handler/system.go:487.3,488.17 2 0
kollab/api/internal/http/handler/system.go:488.17,490.4 1 0
kollab/api/internal/http/handler/system.go:492.3,493.17 2 0
kollab/api/internal/http/handler/system.go:493.17,495.4 1 0
kollab/api/internal/http/handler/system.go:496.3,499.13 3 0
kollab/api/internal/http/handler/system.go:503.76,505.16 2 0
kollab/api/internal/http/handler/system.go:505.16,508.3 2 0
kollab/api/internal/http/handler/system.go:509.2,512.16 3 0
kollab/api/internal/http/handler/system.go:512.16,515.3 2 0
kollab/api/internal/http/handler/system.go:516.2,520.16 4 0
kollab/api/internal/http/handler/system.go:520.16,523.3 2 0
kollab/api/internal/http/handler/system.go:525.2,526.16 2 0
kollab/api/internal/http/handler/system.go:526.16,529.3 2 0
kollab/api/internal/http/handler/system.go:530.2,532.41 2 0
kollab/api/internal/http/handler/system.go:532.41,533.33 1 0
kollab/api/internal/http/handler/system.go:533.33,534.12 1 0
kollab/api/internal/http/handler/system.go:537.3,537.45 1 0
kollab/api/internal/http/handler/system.go:537.45,539.18 2 0
kollab/api/internal/http/handler/system.go:539.18,542.5 2 0
kollab/api/internal/http/handler/system.go:543.4,546.18 4 0
kollab/api/internal/http/handler/system.go:546.18,549.5 2 0
kollab/api/internal/http/handler/system.go:552.4,552.74 1 0
kollab/api/internal/http/handler/system.go:553.9,553.57 1 0
kollab/api/internal/http/handler/system.go:553.57,559.18 5 0
kollab/api/internal/http/handler/system.go:559.18,560.13 1 0
kollab/api/internal/http/handler/system.go:563.4,564.18 2 0
kollab/api/internal/http/handler/system.go:564.18,567.5 2 0
kollab/api/internal/http/handler/system.go:568.4,568.19 1 0
kollab/api/internal/http/handler/system.go:572.2,574.91 3 0
kollab/api/internal/http/handler/tag.go:16.62,20.2 1 0
kollab/api/internal/http/handler/tag.go:22.67,24.16 2 0
kollab/api/internal/http/handler/tag.go:24.16,27.3 2 0
kollab/api/internal/http/handler/tag.go:29.2,30.37 2 0
kollab/api/internal/http/handler/tag.go:39.69,41.61 2 0
kollab/api/internal/http/handler/tag.go:41.61,44.3 2 0
kollab/api/internal/http/handler/tag.go:46.2,47.16 2 0
kollab/api/internal/http/handler/tag.go:47.16,50.3 2 0
kollab/api/internal/http/handler/tag.go:52.2,54.36 3 0
kollab/api/internal/http/handler/tag.go:63.69,65.14 2 0
kollab/api/internal/http/handler/tag.go:65.14,68.3 2 0
kollab/api/internal/http/handler/tag.go:70.2,71.61 2 0
kollab/api/internal/http/handler/tag.go:71.61,74.3 2 0
kollab/api/internal/http/handler/tag.go:76.2,77.16 2 0
kollab/api/internal/http/handler/tag.go:77.16,80.3 2 0
kollab/api/internal/http/handler/tag.go:82.2,83.36 2 0
kollab/api/internal/http/handler/tag.go:86.69,88.14 2 0
kollab/api/internal/http/handler/tag.go:88.14,91.3 2 0
kollab/api/internal/http/handler/tag.go:93.2,93.64 1 0
kollab/api/internal/http/handler/tag.go:93.64,96.3 2 0
kollab/api/internal/http/handler/tag.go:98.2,98.37 1 0
kollab/api/internal/http/handler/tag.go:101.78,103.17 2 0
kollab/api/internal/http/handler/tag.go:103.17,106.3 2 0
kollab/api/internal/http/handler/tag.go:108.2,109.16 2 0
kollab/api/internal/http/handler/tag.go:109.16,112.3 2 0
kollab/api/internal/http/handler/tag.go:114.2,115.37 2 0
kollab/api/internal/http/handler/tag.go:118.79,121.32 3 0
kollab/api/internal/http/handler/tag.go:121.32,124.3 2 0
kollab/api/internal/http/handler/tag.go:126.2,126.81 1 0
kollab/api/internal/http/handler/tag.go:126.81,129.3 2 0
kollab/api/internal/http/handler/tag.go:131.2,131.37 1 0
kollab/api/internal/http/handler/tag.go:134.84,137.32 3 0
kollab/api/internal/http/handler/tag.go:137.32,140.3 2 0
kollab/api/internal/http/handler/tag.go:142.2,142.86 1 0
kollab/api/internal/http/handler/tag.go:142.86,145.3 2 0
kollab/api/internal/http/handler/tag.go:147.2,147.37 1 0
kollab/api/internal/http/handler/tag.go:150.87,152.16 2 0
kollab/api/internal/http/handler/tag.go:152.16,155.3 2 0
kollab/api/internal/http/handler/tag.go:157.2,158.45 2 0
kollab/api/internal/http/handler/team.go:17.66,21.2 1 0
kollab/api/internal/http/handler/team.go:23.73,25.9 2 0
kollab/api/internal/http/handler/team.go:25.9,28.3 2 0
kollab/api/internal/http/handler/team.go:30.2,31.16 2 0
kollab/api/internal/http/handler/team.go:31.16,34.3 2 0
kollab/api/internal/http/handler/team.go:36.2,37.38 2 0
kollab/api/internal/http/handler/team.go:40.76,44.16 3 0
kollab/api/internal/http/handler/team.go:44.16,47.3 2 0
kollab/api/internal/http/handler/team.go:49.2,50.41 2 0
kollab/api/internal/http/handler/team.go:53.77,55.18 2 0
kollab/api/internal/http/handler/team.go:55.18,58.3 2 0
kollab/api/internal/http/handler/team.go:60.2,61.16 2 0
kollab/api/internal/http/handler/team.go:61.16,64.3 2 0
kollab/api/internal/http/handler/team.go:66.2,67.38 2 0
kollab/api/internal/http/handler/team.go:70.74,72.9 2 0
kollab/api/internal/http/handler/team.go:72.9,75.3 2 0
kollab/api/internal/http/handler/team.go:77.2,78.18 2 0
kollab/api/internal/http/handler/team.go:78.18,81.3 2 0
kollab/api/internal/http/handler/team.go:83.2,89.61 2 0
kollab/api/internal/http/handler/team.go:89.61,92.3 2 0
kollab/api/internal/http/handler/team.go:94.2,102.76 2 0
kollab/api/internal/http/handler/team.go:102.76,105.3 2 0
kollab/api/internal/http/handler/team.go:107.2,108.37 2 0
kollab/api/internal/http/handler/team.go:111.77,113.9 2 0
kollab/api/internal/http/handler/team.go:113.9,116.3 2 0
kollab/api/internal/http/handler/team.go:118.2,119.21 2 0
kollab/api/internal/http/handler/team.go:119.21,122.3 2 0
kollab/api/internal/http/handler/team.go:124.2,125.16 2 0
kollab/api/internal/http/handler/team.go:125.16,128.3 2 0
kollab/api/internal/http/handler/team.go:130.2,136.61 2 0
kollab/api/internal/http/handler/team.go:136.61,139.3 2 0
kollab/api/internal/http/handler/team.go:141.2,150.82 2 0
kollab/api/internal/http/handler/team.go:150.82,153.3 2 0
kollab/api/internal/http/handler/team.go:155.2,156.40 2 0
kollab/api/internal/http/handler/team.go:159.85,161.16 2 0
kollab/api/internal/http/handler/team.go:161.16,164.3 2 0
kollab/api/internal/http/handler/team.go:166.2,167.16 2 0
kollab/api/internal/http/handler/team.go:167.16,170.3 2 0
kollab/api/internal/http/handler/team.go:172.2,173.37 2 0
kollab/api/internal/http/handler/team.go:176.74,178.9 2 0
kollab/api/internal/http/handler/team.go:178.9,181.3 2 0
kollab/api/internal/http/handler/team.go:183.2,188.61 2 0
kollab/api/internal/http/handler/team.go:188.61,191.3 2 0
kollab/api/internal/http/handler/team.go:193.2,194.16 2 0
kollab/api/internal/http/handler/team.go:194.16,197.3 2 0
kollab/api/internal/http/handler/team.go:199.2,201.37 3 0
kollab/api/internal/http/handler/team.go:204.77,206.9 2 0
kollab/api/internal/http/handler/team.go:206.9,209.3 2 0
kollab/api/internal/http/handler/team.go:211.2,218.61 2 0
kollab/api/internal/http/handler/team.go:218.61,221.3 2 0
kollab/api/internal/http/handler/team.go:223.2,224.16 2 0
kollab/api/internal/http/handler/team.go:224.16,227.3 2 0
kollab/api/internal/http/handler/team.go:229.2,231.40 3 0
kollab/api/internal/http/handler/team.go:234.77,236.9 2 0
kollab/api/internal/http/handler/team.go:236.9,239.3 2 0
kollab/api/internal/http/handler/team.go:241.2,242.18 2 0
kollab/api/internal/http/handler/team.go:242.18,245.3 2 0
kollab/api/internal/http/handler/team.go:247.2,250.61 2 0
kollab/api/internal/http/handler/team.go:250.61,253.3 2 0
kollab/api/internal/http/handler/team.go:255.2,255.94 1 0
kollab/api/internal/http/handler/team.go:255.94,258.3 2 0
kollab/api/internal/http/handler/team.go:260.2,260.30 1 0
kollab/api/internal/http/handler/team.go:263.80,265.9 2 0
kollab/api/internal/http/handler/team.go:265.9,268.3 2 0
kollab/api/internal/http/handler/team.go:270.2,272.34 3 0
kollab/api/internal/http/handler/team.go:272.34,275.3 2 0
kollab/api/internal/http/handler/team.go:277.2,277.93 1 0
kollab/api/internal/http/handler/team.go:277.93,280.3 2 0
kollab/api/internal/http/handler/team.go:282.2,282.30 1 0
kollab/api/internal/http/handler/team.go:285.76,287.16 2 0
kollab/api/internal/http/handler/team.go:287.16,290.3 2 0
kollab/api/internal/http/handler/team.go:292.2,293.38 2 0
kollab/api/internal/http/handler/template.go:17.74,19.2 1 0
kollab/api/internal/http/handler/template.go:21.82,23.59 2 0
kollab/api/internal/http/handler/template.go:23.59,26.3 2 0
kollab/api/internal/http/handler/template.go:28.2,29.25 2 0
kollab/api/internal/http/handler/template.go:29.25,32.3 2 0
kollab/api/internal/http/handler/template.go:38.2,38.45 1 0
kollab/api/internal/http/handler/template.go:38.45,41.3 2 0
kollab/api/internal/http/handler/template.go:41.8,41.48 1 0
kollab/api/internal/http/handler/template.go:41.48,44.3 1 0
kollab/api/internal/http/handler/template.go:46.2,46.63 1 0
kollab/api/internal/http/handler/template.go:46.63,49.3 2 0
kollab/api/internal/http/handler/template.go:51.2,53.30 3 0
kollab/api/internal/http/handler/template.go:56.79,60.16 3 0
kollab/api/internal/http/handler/template.go:60.16,61.42 1 0
kollab/api/internal/http/handler/template.go:61.42,64.4 2 0
kollab/api/internal/http/handler/template.go:65.3,66.9 2 0
kollab/api/internal/http/handler/template.go:69.2,70.30 2 0
kollab/api/internal/http/handler/template.go:73.81,76.46 2 0
kollab/api/internal/http/handler/template.go:76.46,79.3 2 0
kollab/api/internal/http/handler/template.go:81.2,82.55 2 0
kollab/api/internal/http/handler/template.go:82.55,85.3 2 0
kollab/api/internal/http/handler/template.go:87.2,88.47 2 0
kollab/api/internal/http/handler/template.go:88.47,90.3 1 0
kollab/api/internal/http/handler/template.go:92.2,93.47 2 0
kollab/api/internal/http/handler/template.go:93.47,95.3 1 0
kollab/api/internal/http/handler/template.go:97.2,98.16 2 0
kollab/api/internal/http/handler/template.go:98.16,101.3 2 0
kollab/api/internal/http/handler/template.go:103.2,103.22 1 0
kollab/api/internal/http/handler/template.go:103.22,105.3 1 0
kollab/api/internal/http/handler/template.go:107.2,108.38 2 0
kollab/api/internal/http/handler/template.go:111.82,115.59 3 0
kollab/api/internal/http/handler/template.go:115.59,118.3 2 0
kollab/api/internal/http/handler/template.go:119.2,121.63 2 0
kollab/api/internal/http/handler/template.go:121.63,122.42 1 0
kollab/api/internal/http/handler/template.go:122.42,125.4 2 0
kollab/api/internal/http/handler/template.go:126.3,127.9 2 0
kollab/api/internal/http/handler/template.go:130.2,131.30 2 0
kollab/api/internal/http/handler/template.go:134.82,137.63 2 0
kollab/api/internal/http/handler/template.go:137.63,138.42 1 0
kollab/api/internal/http/handler/template.go:138.42,141.4 2 0
kollab/api/internal/http/handler/template.go:142.3,143.9 2 0
kollab/api/internal/http/handler/template.go:146.2,146.37 1 0
kollab/api/internal/http/handler/theme.go:15.70,19.2 1 0
kollab/api/internal/http/handler/theme.go:28.76,30.61 2 0
kollab/api/internal/http/handler/theme.go:30.61,33.3 2 0
kollab/api/internal/http/handler/theme.go:35.2,44.71 2 0
kollab/api/internal/http/handler/theme.go:44.71,47.3 2 0
kollab/api/internal/http/handler/theme.go:49.2,50.38 2 0
kollab/api/internal/http/handler/theme.go:53.82,55.25 2 0
kollab/api/internal/http/handler/theme.go:55.25,58.3 2 0
kollab/api/internal/http/handler/theme.go:60.2,61.16 2 0
kollab/api/internal/http/handler/theme.go:61.16,64.3 2 0
kollab/api/internal/http/handler/theme.go:66.2,67.37 2 0
kollab/api/internal/http/handler/theme.go:74.85,76.25 2 0
kollab/api/internal/http/handler/theme.go:76.25,79.3 2 0
kollab/api/internal/http/handler/theme.go:81.2,82.61 2 0
kollab/api/internal/http/handler/theme.go:82.61,85.3 2 0
kollab/api/internal/http/handler/theme.go:87.2,88.16 2 0
kollab/api/internal/http/handler/theme.go:88.16,91.3 2 0
kollab/api/internal/http/handler/theme.go:93.2,94.37 2 0
kollab/api/internal/http/handler/user.go:17.166,24.2 1 0
kollab/api/internal/http/handler/user.go:26.77,35.94 8 0
kollab/api/internal/http/handler/user.go:35.94,39.34 4 0
kollab/api/internal/http/handler/user.go:39.34,41.4 1 0
kollab/api/internal/http/handler/user.go:42.3,43.41 2 0
kollab/api/internal/http/handler/user.go:43.41,45.4 1 0
kollab/api/internal/http/handler/user.go:48.2,62.37 3 0
kollab/api/internal/http/handler/user.go:70.72,72.61 2 0
kollab/api/internal/http/handler/user.go:72.61,75.3 2 0
kollab/api/internal/http/handler/user.go:77.2,77.46 1 0
kollab/api/internal/http/handler/user.go:77.46,80.3 2 0
kollab/api/internal/http/handler/user.go:82.2,83.16 2 0
kollab/api/internal/http/handler/user.go:83.16,86.3 2 0
kollab/api/internal/http/handler/user.go:88.2,90.37 3 0
kollab/api/internal/http/handler/user.go:93.69,95.61 2 0
kollab/api/internal/http/handler/user.go:95.61,98.3 2 0
kollab/api/internal/http/handler/user.go:100.2,100.46 1 0
kollab/api/internal/http/handler/user.go:100.46,103.3 2 0
kollab/api/internal/http/handler/user.go:105.2,106.16 2 0
kollab/api/internal/http/handler/user.go:106.16,109.3 2 0
kollab/api/internal/http/handler/user.go:111.2,112.66 2 0
kollab/api/internal/http/handler/ws.go:19.42,22.3 1 0
kollab/api/internal/http/handler/ws.go:31.94,37.2 1 0
kollab/api/internal/http/handler/ws.go:39.69,41.23 2 0
kollab/api/internal/http/handler/ws.go:41.23,44.3 2 0
kollab/api/internal/http/handler/ws.go:46.2,47.17 2 0
kollab/api/internal/http/handler/ws.go:47.17,50.3 2 0
kollab/api/internal/http/handler/ws.go:52.2,53.16 2 0
kollab/api/internal/http/handler/ws.go:53.16,57.3 3 0
kollab/api/internal/http/handler/ws.go:59.2,60.16 2 0
kollab/api/internal/http/handler/ws.go:60.16,63.3 2 0
kollab/api/internal/http/handler/ws.go:65.2,78.22 4 0
kollab/api/internal/http/handler/ws.go:81.100,83.101 2 0
kollab/api/internal/http/handler/ws.go:83.101,84.57 1 0
kollab/api/internal/http/handler/ws.go:84.57,86.4 1 0
kollab/api/internal/http/handler/ws.go:88.3,89.10 2 0
kollab/api/internal/http/handler/ws.go:89.10,91.4 1 0
kollab/api/internal/http/handler/ws.go:93.3,94.10 2 0
kollab/api/internal/http/handler/ws.go:94.10,96.4 1 0
kollab/api/internal/http/handler/ws.go:98.3,98.25 1 0
kollab/api/internal/http/handler/ws.go:98.25,100.4 1 0
kollab/api/internal/http/handler/ws.go:102.3,102.38 1 0
kollab/api/internal/http/handler/ws.go:105.2,105.32 1 0
kollab/api/internal/http/handler/ws.go:105.32,107.3 1 0
kollab/api/internal/http/handler/ws.go:109.2,110.43 2 0
kollab/api/internal/http/handler/ws.go:110.43,112.3 1 0
kollab/api/internal/http/handler/ws.go:112.8,112.54 1 0
kollab/api/internal/http/handler/ws.go:112.54,114.3 1 0
kollab/api/internal/http/handler/ws.go:116.2,116.45 1 0
kollab/api/internal/http/handler/ws.go:116.45,118.3 1 0
kollab/api/internal/http/handler/ws.go:118.8,118.57 1 0
kollab/api/internal/http/handler/ws.go:118.57,120.3 1 0
kollab/api/internal/http/handler/ws.go:120.8,120.70 1 0
kollab/api/internal/http/handler/ws.go:120.70,122.3 1 0
kollab/api/internal/http/handler/ws.go:124.2,124.18 1 0
kollab/api/internal/http/handler/ws.go:124.18,126.3 1 0
kollab/api/internal/http/handler/ws.go:128.2,128.20 1 0
kollab/api/internal/http/handler/ws.go:128.20,130.3 1 0
kollab/api/internal/http/handler/ws.go:132.2,132.30 1 0
kollab/api/internal/http/middleware/auth.go:38.46,43.2 1 0
kollab/api/internal/http/middleware/auth.go:46.58,47.60 1 0
kollab/api/internal/http/middleware/auth.go:47.60,49.3 1 0
kollab/api/internal/http/middleware/auth.go:51.2,52.16 2 0
kollab/api/internal/http/middleware/auth.go:52.16,54.3 1 0
kollab/api/internal/http/middleware/auth.go:56.2,57.16 2 0
kollab/api/internal/http/middleware/auth.go:57.16,59.3 1 0
kollab/api/internal/http/middleware/auth.go:60.2,62.38 2 0
kollab/api/internal/http/middleware/auth.go:62.38,64.3 1 0
kollab/api/internal/http/middleware/auth.go:66.2,79.65 2 0
kollab/api/internal/http/middleware/auth.go:79.65,81.3 1 0
kollab/api/internal/http/middleware/auth.go:83.2,84.32 2 0
kollab/api/internal/http/middleware/auth.go:84.32,86.18 2 0
kollab/api/internal/http/middleware/auth.go:87.14,89.18 2 0
kollab/api/internal/http/middleware/auth.go:89.18,90.13 1 0
kollab/api/internal/http/middleware/auth.go:92.4,93.18 2 0
kollab/api/internal/http/middleware/auth.go:93.18,94.13 1 0
kollab/api/internal/http/middleware/auth.go:96.4,97.29 2 0
kollab/api/internal/http/middleware/auth.go:97.29,99.5 1 0
kollab/api/internal/http/middleware/auth.go:100.4,103.5 1 0
kollab/api/internal/http/middleware/auth.go:104.13,106.18 2 0
kollab/api/internal/http/middleware/auth.go:106.18,107.13 1 0
kollab/api/internal/http/middleware/auth.go:109.4,110.18 2 0
kollab/api/internal/http/middleware/auth.go:110.18,111.13 1 0
kollab/api/internal/http/middleware/auth.go:113.4,114.19 2 0
kollab/api/internal/http/middleware/auth.go:115.17,116.28 1 0
kollab/api/internal/http/middleware/auth.go:117.17,118.28 1 0
kollab/api/internal/http/middleware/auth.go:119.17,120.28 1 0
kollab/api/internal/http/middleware/auth.go:121.12,122.13 1 0
kollab/api/internal/http/middleware/auth.go:124.4,128.5 1 0
kollab/api/internal/http/middleware/auth.go:131.3,131.20 1 0
kollab/api/internal/http/middleware/auth.go:131.20,133.4 1 0
kollab/api/internal/http/middleware/auth.go:136.2,140.12 4 0
kollab/api/internal/http/middleware/auth.go:144.74,149.12 4 0
kollab/api/internal/http/middleware/auth.go:149.12,151.3 1 0
kollab/api/internal/http/middleware/auth.go:154.2,154.41 1 0
kollab/api/internal/http/middleware/auth.go:154.41,156.3 1 0
kollab/api/internal/http/middleware/auth.go:158.2,162.13 4 0
kollab/api/internal/http/middleware/auth.go:162.13,164.3 1 0
kollab/api/internal/http/middleware/auth.go:166.2,166.17 1 0
kollab/api/internal/http/middleware/auth.go:171.125,172.46 1 0
kollab/api/internal/http/middleware/auth.go:172.46,173.72 1 0
kollab/api/internal/http/middleware/auth.go:173.72,175.24 2 0
kollab/api/internal/http/middleware/auth.go:175.24,178.5 2 0
kollab/api/internal/http/middleware/auth.go:180.4,181.64 2 0
kollab/api/internal/http/middleware/auth.go:181.64,184.5 2 0
kollab/api/internal/http/middleware/auth.go:186.4,189.103 3 0
kollab/api/internal/http/middleware/auth.go:189.103,191.59 1 0
kollab/api/internal/http/middleware/auth.go:191.59,193.6 1 0
kollab/api/internal/http/middleware/auth.go:196.5,197.12 2 0
kollab/api/internal/http/middleware/auth.go:197.12,199.6 1 0
kollab/api/internal/http/middleware/auth.go:201.5,202.12 2 0
kollab/api/internal/http/middleware/auth.go:202.12,204.6 1 0
kollab/api/internal/http/middleware/auth.go:206.5,206.25 1 0
kollab/api/internal/http/middleware/auth.go:206.25,208.6 1 0
kollab/api/internal/http/middleware/auth.go:210.5,210.46 1 0
kollab/api/internal/http/middleware/auth.go:213.4,213.34 1 0
kollab/api/internal/http/middleware/auth.go:213.34,217.5 3 0
kollab/api/internal/http/middleware/auth.go:220.4,221.45 2 0
kollab/api/internal/http/middleware/auth.go:221.45,223.5 1 0
kollab/api/internal/http/middleware/auth.go:223.10,223.56 1 0
kollab/api/internal/http/middleware/auth.go:223.56,225.5 1 0
kollab/api/internal/http/middleware/auth.go:227.4,227.52 1 0
kollab/api/internal/http/middleware/auth.go:227.52,229.5 1 0
kollab/api/internal/http/middleware/auth.go:229.10,229.72 1 0
kollab/api/internal/http/middleware/auth.go:229.72,231.5 1 0
kollab/api/internal/http/middleware/auth.go:231.10,231.54 1 0
kollab/api/internal/http/middleware/auth.go:231.54,233.5 1 0
kollab/api/internal/http/middleware/auth.go:235.4,235.20 1 0
kollab/api/internal/http/middleware/auth.go:235.20,238.5 2 0
kollab/api/internal/http/middleware/auth.go:240.4,240.22 1 0
kollab/api/internal/http/middleware/auth.go:240.22,242.5 1 0
kollab/api/internal/http/middleware/auth.go:244.4,245.46 2 0
kollab/api/internal/http/middleware/auth.go:245.46,247.5 1 0
kollab/api/internal/http/middleware/auth.go:248.4,248.44 1 0
kollab/api/internal/http/middleware/auth.go:248.44,250.5 1 0
kollab/api/internal/http/middleware/auth.go:250.10,252.5 1 0
kollab/api/internal/http/middleware/auth.go:255.4,255.23 1 0
kollab/api/internal/http/middleware/auth.go:255.23,256.15 1 0
kollab/api/internal/http/middleware/auth.go:256.15,263.69 2 0
kollab/api/internal/http/middleware/auth.go:263.69,265.7 1 0
kollab/api/internal/http/middleware/auth.go:269.4,272.41 3 0
kollab/api/internal/http/middleware/auth.go:278.52,281.2 2 0
kollab/api/internal/http/middleware/auth.go:284.54,287.2 2 0
kollab/api/internal/http/middleware/authz.go:13.118,14.46 1 0
kollab/api/internal/http/middleware/authz.go:14.46,15.72 1 0
kollab/api/internal/http/middleware/authz.go:15.72,17.16 2 0
kollab/api/internal/http/middleware/authz.go:17.16,19.5 1 0
kollab/api/internal/http/middleware/authz.go:20.4,20.16 1 0
kollab/api/internal/http/middleware/authz.go:20.16,22.5 1 0
kollab/api/internal/http/middleware/authz.go:23.4,23.16 1 0
kollab/api/internal/http/middleware/authz.go:23.16,26.5 2 0
kollab/api/internal/http/middleware/authz.go:28.4,33.16 5 0
kollab/api/internal/http/middleware/authz.go:33.16,34.38 1 0
kollab/api/internal/http/middleware/authz.go:34.38,38.6 3 0
kollab/api/internal/http/middleware/authz.go:39.5,40.11 2 0
kollab/api/internal/http/middleware/authz.go:43.4,43.18 1 0
